Word,Frequency
pursuit,1
mountains,13
appalachian,16
trail,23
an,18
unofficial,1
extension,1
known,138
international,23
appalachian,16
trail,23
continues,5
north,56
canada,47
end,27
range,30
enters,9
atlantic,9
ocean,44
mountains,13
appalachian,16
trail,23
the,648
appalachian,16
trail,23
continental,7
divide,3
trail,23
pacific,26
crest,1
trail,23
form,43
known,138
triple,2
crown,1
long,49
distance,4
hiking,2
united,176
states,222
fidel,18
castro,27
take,73
cuba,24
fidel,18
alejandro,1
castro,27
ruz,1
born,66
august,16
cuban,11
communist,3
revolutionary,10
politician,3
prime,4
minister,3
cuba,24
president,71
fidel,18
castro,27
take,73
cuba,24
he,98
also,166
served,23
commander,4
chief,11
country,86
armed,3
forces,9
first,238
secretary,26
communist,3
party,55
cuba,24
fidel,18
castro,27
take,73
cuba,24
politically,6
marxistleninist,1
administration,6
republic,49
cuba,24
became,52
oneparty,2
socialist,4
state,122
industry,15
businesses,3
nationalized,1
socialist,4
reforms,3
implemented,3
areas,12
society,12
fidel,18
castro,27
take,73
cuba,24
internationally,5
castro,27
secretarygeneral,1
nonaligned,1
movement,14
fidel,18
castro,27
take,73
cuba,24
born,66
illegitimate,1
son,4
wealthy,3
farmer,1
castro,27
adopted,10
leftist,1
antiimperialist,1
politics,5
studying,2
law,52
university,21
havana,1
fidel,18
castro,27
take,73
cuba,24
after,22
participating,2
armed,3
rebellions,1
rightwing,1
governments,10
dominican,42
republic,49
colombia,4
planned,7
overthrow,1
united,176
statesbacked,1
military,21
junta,1
cuban,11
president,71
fulgencio,1
batista,2
served,23
year,100
imprisonment,1
failed,7
attack,11
moncada,1
barracks,1
fidel,18
castro,27
take,73
cuba,24
on,24
release,17
traveled,2
mexico,50
formed,14
revolutionary,10
group,24
brother,5
raúl,2
friend,6
che,1
guevara,1
th,86
july,27
movement,14
fidel,18
castro,27
take,73
cuba,24
returning,2
cuba,24
castro,27
led,28
cuban,11
revolution,12
ousted,1
batista,2
brought,9
assumption,2
military,21
political,29
power,46
fidel,18
castro,27
take,73
cuba,24
alarmed,1
revolutionary,10
credentials,2
friendly,2
relations,3
soviet,5
union,11
us,130
governments,10
dwight,1
d,14
eisenhower,1
john,49
f,28
kennedy,4
unsuccessfully,2
attempted,5
remove,2
economic,18
blockade,15
assassination,10
counterrevolution,1
including,56
bay,8
pigs,1
invasion,4
fidel,18
castro,27
take,73
cuba,24
countering,1
threats,1
castro,27
formed,14
economic,18
military,21
alliance,4
soviets,3
allowed,5
place,36
nuclear,1
weapons,1
island,28
sparking,1
cuban,11
missile,1
crisis,7
fidel,18
castro,27
take,73
cuba,24
in,210
castro,27
proclaimed,2
socialist,4
nature,42
revolutionary,10
administration,6
cuba,24
becoming,9
oneparty,2
state,122
communist,3
party,55
governance,3
fidel,18
castro,27
take,73
cuba,24
ideologicallybased,1
reforms,3
introducing,2
central,20
economic,18
planning,5
expanding,3
healthcare,3
education,19
accompanied,3
state,122
control,24
press,1
suppression,1
internal,3
dissent,1
fidel,18
castro,27
take,73
cuba,24
abroad,1
castro,27
supported,6
foreign,8
revolutionary,10
socialist,4
groups,12
hope,1
toppling,1
world,177
capitalism,1
sending,2
cuban,11
troops,4
fight,1
yom,1
kippur,1
war,118
ogaden,1
war,118
angolan,1
civil,15
war,118
fidel,18
castro,27
take,73
cuba,24
following,32
dissolution,1
soviet,5
union,11
castro,27
led,28
cuba,24
economic,18
special,8
period,31
taking,3
country,86
bolivarian,1
alliance,4
americas,6
forging,2
alliances,5
nations,13
latin,17
american,137
pink,16
tide,1
fidel,18
castro,27
take,73
cuba,24
amid,2
failing,2
health,7
transferred,4
responsibilities,26
vicepresident,1
raúl,2
castro,27
assumed,3
full,23
presidency,10
fidel,18
castro,27
take,73
cuba,24
castro,27
controversial,6
divisive,1
world,177
figure,5
lauded,1
champion,5
antiimperialism,1
humanitarianism,1
socialism,1
environmentalism,1
supporters,2
viewed,5
dictator,1
overseen,1
multiple,21
human,46
rights,17
abuses,1
critics,9
fidel,18
castro,27
take,73
cuba,24
through,4
actions,5
writings,3
significantly,4
influenced,5
politics,5
various,25
individuals,13
groups,12
across,12
world,177
including,56
nelson,3
mandela,1
hugo,2
chávez,1
evo,1
morales,2
rafael,2
correa,1
daniel,2
ortega,1
scott,18
pilgrim,15
come,72
scott,18
pilgrim,15
vs,4
world,177
american,137
comedy,8
film,79
directed,10
edgar,1
wright,4
based,32
graphic,2
novel,25
series,75
scott,18
pilgrim,15
bryan,2
lee,5
omalley,8
scott,18
pilgrim,15
come,72
the,648
film,79
young,9
canadian,8
musician,9
named,25
scott,18
pilgrim,15
meeting,2
girl,5
dreams,1
american,137
delivery,2
girl,5
named,25
ramona,3
flowers,1
scott,18
pilgrim,15
come,72
in,210
order,16
win,15
ramona,3
scott,18
learns,2
must,12
defeat,1
ramona,3
s,494
seven,15
evil,4
exes,1
coming,2
kill,6
scott,18
pilgrim,15
come,72
scott,18
pilgrim,15
vs,4
world,177
planned,7
film,79
first,238
volume,16
comic,2
released,48
scott,18
pilgrim,15
come,72
wright,4
became,52
attached,6
project,5
filming,2
began,42
march,12
toronto,1
scott,18
pilgrim,15
come,72
scott,18
pilgrim,15
vs,4
world,177
premiered,10
panel,5
discussion,1
san,13
diego,2
comiccon,1
international,23
july,27
scott,18
pilgrim,15
come,72
it,146
received,21
wide,19
release,17
north,56
america,41
august,16
theaters,3
scott,18
pilgrim,15
come,72
the,648
film,79
finished,6
fifth,6
first,238
weekend,2
release,17
total,31
million,53
scott,18
pilgrim,15
come,72
the,648
film,79
received,21
generally,18
positive,6
reviews,4
critics,9
fans,3
graphic,2
novel,25
failed,7
recoup,1
production,16
budget,10
release,17
theaters,3
grossing,2
million,53
north,56
america,41
million,53
overseas,3
scott,18
pilgrim,15
come,72
however,31
film,79
fared,1
better,12
home,41
video,23
becoming,9
topselling,1
bluray,2
disc,1
amazoncom,1
first,238
day,58
available,17
since,58
gained,8
cult,1
following,32
movie,35
line,18
i,44
m,14
walking,10
i,44
m,14
walking,10
part,95
afi,3
years,62
series,75
afi,3
s,494
years,62
movie,35
quotes,11
list,43
top,48
movie,35
quotations,1
american,137
cinema,1
movie,35
line,18
i,44
m,14
walking,10
i,44
m,14
walking,10
the,648
american,137
film,79
institute,10
revealed,5
list,43
june,26
threehour,1
television,41
program,16
cbs,6
movie,35
line,18
i,44
m,14
walking,10
i,44
m,14
walking,10
the,648
program,16
hosted,2
actor,32
pierce,2
brosnan,2
commentary,1
many,394
hollywood,7
actors,11
filmmakers,1
movie,35
line,18
i,44
m,14
walking,10
i,44
m,14
walking,10
a,111
jury,9
consisting,6
film,79
artists,6
critics,9
historians,13
selected,11
frankly,1
dear,1
i,44
nt,4
give,8
damn,1
spoken,2
clark,2
gable,1
civil,15
war,118
epic,2
gone,3
wind,2
memorable,1
american,137
movie,35
quotation,1
time,86
season,67
dexter,23
dexter,23
american,137
television,41
drama,10
series,75
debuted,4
showtime,3
october,22
season,67
dexter,23
the,648
series,75
centers,6
dexter,23
morgan,3
michael,10
c,17
hall,8
blood,14
spatter,1
pattern,3
analyst,1
fictional,4
miami,10
metro,3
police,4
department,9
based,32
real,6
life,38
miamidade,1
police,4
department,9
also,166
leads,8
secret,2
life,38
serial,1
killer,2
season,67
dexter,23
set,19
miami,10
show,31
s,494
first,238
season,67
largely,11
based,32
novel,25
darkly,1
dreaming,1
dexter,23
first,238
dexter,23
series,75
novels,5
jeff,2
lindsay,2
season,67
dexter,23
it,146
adapted,4
television,41
screenwriter,2
james,17
manos,1
jr,6
wrote,21
first,238
episode,25
season,67
dexter,23
subsequent,7
seasons,30
evolved,3
independently,2
lindsay,2
s,494
works,29
season,67
dexter,23
in,210
february,15
reruns,3
edited,1
tv,20
rating,3
began,42
air,34
cbs,6
although,32
reruns,3
cbs,6
ended,8
one,163
run,14
first,238
season,67
season,67
dexter,23
the,648
series,75
enjoyed,2
wide,19
critical,7
acclaim,2
popularity,6
season,67
dexter,23
season,67
aired,8
season,67
finale,1
december,28
recordbreaking,2
audience,5
million,53
viewers,4
making,19
mostwatched,1
original,44
series,75
episode,25
ever,9
showtime,3
season,67
dexter,23
michael,10
c,17
hall,8
received,21
several,33
awards,32
nominations,5
portrayal,2
dexter,23
including,56
golden,6
globe,8
season,67
dexter,23
on,24
november,27
announced,11
dexter,23
renewed,7
two,84
seasons,30
season,67
dexter,23
season,67
premiered,10
september,17
season,67
dexter,23
the,648
season,67
premiere,3
watched,2
dexter,23
episode,25
ever,9
million,53
viewers,4
season,67
dexter,23
on,24
january,24
revealed,5
season,67
dexter,23
would,34
moved,12
originally,15
planned,7
airing,3
fall,3
summer,11
begin,2
sunday,6
june,26
season,67
dexter,23
after,22
months,9
rumors,1
april,28
showtime,3
announced,11
via,12
social,38
media,16
season,67
eight,11
would,34
final,36
season,67
dexter,23
what,105
context,11
effects,16
memory,16
contextdependent,5
memory,16
refers,9
improved,3
recall,3
specific,8
episodes,26
information,17
context,11
present,9
encoding,1
retrieval,2
what,105
context,11
effects,16
memory,16
one,163
particularly,11
common,17
example,19
contextdependence,2
work,27
occurs,7
individual,12
lost,11
item,4
eg,10
lost,11
car,7
keys,2
unknown,6
location,6
what,105
context,11
effects,16
memory,16
typically,16
people,127
try,2
systematically,1
retrace,1
steps,2
determine,5
possible,6
places,6
item,4
might,10
located,37
what,105
context,11
effects,16
memory,16
based,32
role,24
context,11
plays,16
determining,2
recall,3
surprising,1
individuals,13
often,42
quite,1
easily,3
discover,1
lost,11
item,4
upon,9
returning,2
correct,4
context,11
what,105
context,11
effects,16
memory,16
this,42
example,19
best,30
describes,10
concept,8
contextdependent,5
forgetting,1
what,105
context,11
effects,16
memory,16
however,31
research,18
literature,13
contextdependent,5
memory,16
describes,10
number,50
different,61
types,34
contextual,1
information,17
may,112
affect,1
recall,3
environmental,8
contextdependent,5
memory,16
statedependent,1
learning,3
cognitive,2
contextdependent,5
memory,16
moodcongruent,1
memory,16
what,105
context,11
effects,16
memory,16
research,18
also,166
shown,5
contextdependence,2
may,112
play,15
important,46
role,24
numerous,16
situations,2
memory,16
studied,2
material,8
events,15
occurred,4
following,32
consumption,2
alcohol,4
drugs,5
world,177
cup,38
the,648
fifa,9
world,177
cup,38
th,86
fifa,9
world,177
cup,38
world,177
championship,11
men,13
s,494
national,80
association,13
football,14
teams,35
world,177
cup,38
it,146
held,26
france,47
june,26
july,27
world,177
cup,38
the,648
country,86
chosen,7
host,13
nation,28
fifa,9
second,48
time,86
history,28
tournament,42
defeating,1
morocco,3
bidding,3
process,12
world,177
cup,38
qualification,3
finals,7
began,42
march,12
concluded,3
november,27
world,177
cup,38
for,29
first,238
time,86
competition,4
group,24
stage,19
expanded,5
teams,35
eight,11
groups,12
four,53
world,177
cup,38
a,111
total,31
matches,3
played,30
stadiums,3
located,37
across,12
different,61
host,13
cities,17
opening,7
match,2
final,36
staged,3
stade,1
de,11
france,47
saintdenis,1
world,177
cup,38
the,648
tournament,42
france,47
beat,1
brazil,2
final,36
world,177
cup,38
france,47
first,238
title,25
becoming,9
seventh,2
nation,28
win,15
world,177
cup,38
sixth,5
uruguay,1
italy,10
england,16
west,29
germany,11
argentina,1
win,15
tournament,42
home,41
soil,4
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
may,112
refer,10
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
in,210
music,32
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
billy,17
joel,1
song,84
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
bruno,1
mars,8
song,84
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
milky,1
song,84
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
drunk,1
bar,36
song,84
brian,3
mcfadden,1
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
ep,2
ep,2
goo,2
goo,2
dolls,1
title,25
song,84
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
song,84
kumi,1
koda,1
trick,1
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
song,84
australian,5
singer,14
william,9
shakespeare,1
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
in,210
film,79
television,41
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
film,79
american,137
comedydrama,2
who,82
wrote,21
song,84
just,26
way,32
you,44
are,23
just,26
way,32
you,44
are,23
shera,2
princess,2
power,46
episode,25
shera,2
princess,2
power,46
played,30
ugly,8
betty,3
this,42
article,15
lists,1
characters,7
featured,9
american,137
abc,1
dramedy,1
series,75
ugly,8
betty,3
kind,33
people,127
show,31
skins,13
skins,13
british,29
teen,2
drama,10
follows,4
lives,4
group,24
teenagers,1
bristol,1
south,43
west,29
england,16
two,84
years,62
sixth,5
form,43
kind,33
people,127
show,31
skins,13
its,14
controversial,6
storylines,1
explored,4
issues,8
dysfunctional,2
families,4
mental,3
illness,3
eating,1
disorders,1
adolescent,1
sexuality,2
substance,3
abuse,4
death,20
kind,33
people,127
show,31
skins,13
the,648
show,31
created,20
fatherandson,1
television,41
writers,3
bryan,2
elsley,1
jamie,1
brittain,1
company,29
pictures,3
premiered,10
e,8
january,24
kind,33
people,127
show,31
skins,13
the,648
show,31
went,6
